@relation tcTraining

@attribute text string
@attribute class_attr {0,1}

@data
'enjoying some delightful merlot its minus number c but this takes me back to the beautiful url',0
'the softest soft',0
'wind number ms w barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'wind number ms wnw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'the witch snipped off her golden hair and cast it out and became the desert water where you url',0
'how you get them is how youll loose them user',0
'putins appeared on saturday number at the number th place in the topnumber of stockholms trends url hashtag',1
'user each are called to serve in different ways a doormat may be underappreciated yet your feet are clean 😉',0
'user to yourse day miss keyes media',0
'theres not much time anymore',0
'city at user pic — url',0
'user so you are here too',0
'the day kicks off with how to create and maintain a dolce vita culture with the lovely people url',0
'♫ needed me ♪ by user url media',1
'wind number ms n barometer number hpa falling temperature number c rain today number mm humidity number',1
'user user user user user user user user user whenever hashtag',0
'user user exactly',0
'this hashtag might be a great fit for you site lead pt dcpt arhus denmark url hashtag hashtag hashtag',1
'documentary about sauna culture in my home town url',0
'kissing hens hashtag hashtag hashtag hashtag hashtag hashtag life hashtag hashtag hashtag hashtag url',0
'user i wanted to find pink season on spotify and found this what the fuck media',0
'sleeping boysteamexo url',0
'goodnight folks — nature is beautiful yet scary all at the same time media',0
'📈 top number ⓖⓞⓞⓖⓛⓔ trends over the past number hours ➊ jared kushner ➋ cancerfonden ➌ tillsammans mot cancer number number cet',1
'♫ damselfly ♪ by user url media',1
'user user yeah just prepping',0
'meredith and cristina url',0
'wind number ms ene barometer number hpa falling temperature number c rain today number mm humidity number',1
'user user who dosent',0
'user hahahaha savage i love it',0
'on saturday number hashtag was trending topic in sweden for number hours url hashtag',0
'thursday is knocking on the door and i will let it in sweet dreams to you speciell to url',0
'lets try this again',0
'wind number ms wnw barometer number hpa rising temperature number c rain today number mm humidity number',1
'♫ only number u ♪ by user url media',1
'user yup prefetching after every route change too',0
'ballad of the engineers is blocked aaaaaaaaaa noooooo',0
'wind number ms wnw barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'well done by user 👍🏻',0
'mr cardin does a fine job questioning mr tillerson user',0
'user feel better',0
'i just finished cycling number km in number hnumber mnumber s with hashtag hashtag url',1
'aaaaaand it triggers revolt 🤓 hashtag url',0
'can we all just take a moment and talk about how fucking stupid i am',0
'whoa url',0
'wind number ms ene barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'♫ gotta eat ♪ by user url media',1
'user but you run the risk of human contact is it really with it',0
'wind number ms w barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'wind number ms barometer number hpa steady temperature number c rain today number mm humidity number',1
'i just finished walking number km in number mnumber s with hashtag hashtag url',1
'congrats to lovely claire foy url',0
'user in all seriousness tho feel better soon sending love',0
'have nice days on the beach under the umbrella 👏 url',0
'over number million page views on the forum last year i guess that is something',0
'hello number i got a small request please please please treat me better than number did dont wanna have a year like that ever again',0
'hashtag celebrating the number th last day of xmas wbonfire &amp; fireworks reflecting in the windows media',0
'absolutely horrid almost number h door to door trip back home 😳 a good nights sleep and back in the gym today 💪🏻 hashtag hashtag hashtag',0
'its your problem 😴',0
'put your gameface on number has begun this is mei wah wan suiting up for malaysia in the challenge cup of asia url',0
'and theyre done 😍 my first hashtag project i still have the princes and villains to go url',0
'i was out cycling with hashtag hashtag url',1
'user its also a surprisingly unusual one since there are usually subtle differences when i see other black fedoras',0
'♫ ghost town ♪ by user url media',1
'sex dreams url',0
'wind number ms ene barometer number hpa rising temperature number c rain today number mm humidity number',1
'horsefie hashtag hashtag hashtag hashtag hashtag brabrand lake url',0
'user haha you always know the truth 😉',0
'user changing to number res in csgo would benefit your yt surely but its understandable why you wouldnt want to change 😜',0
'wind number ms n barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'hashtag hashtag hashtag hashtag hashtag &amp; hashtag url',0
'well come on you can better than this arsenal coyg',0
'i said dont fall in love with the moment she said ive got a lot to learn',0
'i hate this sow',0
'user ur prof burnet and olivia was really funny i really like it in pokèmon moon pt number 😺😸😹',0
'user well deserved love your content about subnautica and other games',0
'everyone is sleep',0
'ok but can all those people who are subscribed to dan but not phil subscribe to phil now i mean youre missing out js',0
'user user user tired of waiting😅',0
'user i did yesterday',0
'user my colleagues are always nothing but supportive but its still hard to escape those feelings i think',0
'user user user wanker texas ranger seriously i cant stop send help',0
